微博内容,点赞数,情感类别,情感得分,主题_0,主题_1,主题_2,主题_3,主题_4,主题_5,主题_6,主题_7,主题_8,主题_9,关键词_今天,关键词_亿元,关键词_智能,关键词_增长,关键词_科技,关键词_测试,关键词_出租车,关键词_出行,关键词_市场,关键词_不止,关键词_第一次,关键词_robotaxi,关键词_ai,关键词_自动,关键词_看到,关键词_已经,关键词_可以,关键词_真的,关键词_全球,关键词_体验,情感得分加权
坐着萝卜快跑听郑老师的《于是》空轨里看雨幕下的江城还有kt陪伴的漂亮饭六一完美收官～野蛮生长自由自在2武汉,4.0,正面,0.9745014905929565,0.0,0.0,0.0,0.9729990363121033,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.898005962371826
给人笑瘸了萝卜快跑不止车跑人也得跑,1.0,负面,0.5196248292922974,0.8173698,0.018973350524902344,0.021788297221064568,0.017326595261693,0.019321586936712265,0.01776987686753273,0.022943414747714996,0.02650713548064232,0.020859314128756523,0.01714053750038147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5196248292922974
技术方面•传感器配置：特斯拉采用纯视觉方案，主要依靠摄像头，辅以少量超声波传感器和毫米波雷达。Waymo和萝卜快跑采用多传感器融合方案，配备激光雷达、摄像头、毫米波雷达等多种传感器，以实现更全面精确的环境感知。•地,3.0,正面,0.9629992246627808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866712689399719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8889976739883423
萝卜快跑进化成功了！左转道堵成狗屎，两辆萝卜快跑从右侧直行道上来加塞，打亮了左侧变道指示灯，脸皮不是一般的厚，还好前后武汉师傅都紧握方向盘，死盯萝卜，两局武汉师傅2比0大胜，萝卜以后出去外省定能大杀四方一战成名！,2.0,正面,0.763856828212738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886146783828735,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.527713656425476
很难想象我在武汉三天，全程打车出行，体验最好的行程居然是萝卜快跑。。。2武汉·武汉天河国际机场,3.0,负面,0.7778159976005554,0.0,0.0,0.5786675214767456,0.0,0.0,0.0,0.0,0.3987790048122406,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.3334479928016663
萝卜快跑，有人加塞2北京,3.0,正面,0.5780177712440491,0.012596997,0.010571734979748726,0.012140193022787571,0.0,0.010765768587589264,0.0,0.012783811427652836,0.9004130363464355,0.011622573249042034,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7340533137321472
成都竟然有萝卜快跑,2.0,负面,0.7874388098716736,0.016179478,0.013578249141573906,0.01559276133775711,0.012399750761687756,0.013827463611960411,0.012716985307633877,0.0164194218814373,0.8720913529396057,0.014927935786545277,0.01226659957319498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5748776197433472
给人笑瘸了萝卜快跑不止车跑人也得跑,2.0,负面,0.5196248292922974,0.8173698,0.018973352387547493,0.021788299083709717,0.017326595261693,0.019321588799357414,0.01776987873017788,0.022943418473005295,0.026507137343287468,0.020859315991401672,0.01714053936302662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0392496585845947
不是你怎么五点就醒了点了一杯堵车我很烦，致敬武汉，刚好是我喜欢的颜色开心果巴斯克但化掉了萝卜快跑有d吓人啊！,2.0,正面,0.5594508647918701,0.9721678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1189017295837402
在等红灯时，全程目睹了萝卜快跑无人驾驶撞了别人车……,44.0,负面,0.6503528952598572,0.0,0.0,0.0,0.0,0.0,0.0,0.9295822381973267,0.0102393152192235,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.615527391433716
科技改变时代科技改变生活萝卜快跑,2.0,正面,0.8465681076049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401600360870361,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693136215209961
回来看到了萝卜快跑本尊，没想明白一个纯无人驾驶为啥这么严格地打雨刷,2.0,负面,0.6290702223777771,0.96008587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2581404447555542
15/50，用萝卜快跑来回才6元，无人驾驶能用来上班就好了,2.0,正面,0.7357349991798401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401494860649109,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4714699983596802
萝卜快跑无人驾驶真是科技改变生活，适合不太着急到达目的地的出行者，开得慢慢稳稳的，跑去闹市区加塞也挺厉害的，一脚油门一脚刹车一脚油门一脚刹车，看见行人靠近也会按喇叭，跟着萝卜感觉像是把驾考科目一复习了一遍,3.0,正面,0.990826427936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880086779594421,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.972479283809662
【百度“突围”！一季度净赚76亿，智能云暴增42%】互联网行业正在复苏，互联网巨头们的业绩也开始回暖。此前，百度发布了2025年一季度财报，财报显示，一季度百度实现总营收为325亿元，百度核心收入255亿元，同比增长7%；净利润为76.33亿元，同比增长48%；百度的这份成绩单，超出了市场的预期。港股,2.0,正面,0.78365159034729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913290739059448,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.56730318069458
武汉路上的萝卜快跑看起来真的很诡异…一个空车跑的还飞快,4.0,正面,0.5822758078575134,0.0,0.0,0.5927451848983765,0.0,0.0,0.0,0.0,0.3657388389110565,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3291032314300537
5月30日，陈小群双线布局，节后主线已明牌？果然最担心的情况还是出现了！！昨天复盘时悟空就担心打地鼠行情上演，今天市场就上演惊天反转。昨天还吃着火锅唱着歌的家人们，突然就被马匪给劫了——王子在线半夜被吹哨，火热的行情被紧急叫停。市场出现大分歧后，该如何应对？上有政策的快刀，下,1.0,正面,0.6986676454544067,0.0,0.0,0.0,0.9896093606948853,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6986676454544067
马斯克超话特斯拉和萝卜快跑你选谁告别还是暂别？『马斯克离职，告别还是暂别？』O马斯克离职，告别还是暂别？,6.0,正面,0.8315343260765076,0.9737615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.989205956459045
萝卜快跑的车你们坐过吗，啥感觉呢,7.0,负面,0.5796486735343933,0.012597352,0.010572032071650028,0.012140532955527306,0.0,0.010766071267426014,0.895541787147522,0.012784170918166637,0.014769953675568104,0.011622900143265724,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.057540714740753
萝卜快跑萝卜快跑涨价了，计费规则调整,1.0,正面,0.6186348795890808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309618473052979,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6186348795890808
武汉有空轨，有萝卜快跑。在科技尝新方面，一直是当仁不让的！会不会有一天，每个普通人都拥有的对等情绪，比如失落沮丧，彷徨悲哀，困顿难受等等，这些让现实的每个人避之唯恐不及的情绪，有一天成为一小部分人所有，而绝大多数人成为没有负面情绪的“机器”人？它们是积极的乐观的服从的任劳任怨的,1.0,正面,0.819318413734436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893651008605957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819318413734436
今天还会涨吗？昨日晚间美股三大指数全线上涨，尤其是科技方向表现强势，中概股表现也不错，今天的A股大概率还会上冲，再加上有利好加持，红盘已经没有悬念。今天的盘面关键是看证券和白酒能不能爆发，如果爆发有望冲击3400点，利好加持下这些方向，将会是市场焦点。宇树科技科技改名，专家预计,1.0,正面,0.9178066849708557,0.0,0.0,0.0,0.0,0.0,0.08621089160442352,0.0,0.0,0.0,0.9057781100273132,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9178066849708557
武汉初体验把命交给萝卜快跑,1.0,正面,0.7155614495277405,0.012598228,0.010572768747806549,0.012141378596425056,0.0,0.01076682098209858,0.0,0.012785060331225395,0.9004032611846924,0.011623709462583065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7155614495277405
最近持续性最好的就是可控核聚变、核电方向，昨天日内分歧的情况下尾盘再次拉上去，继续整体走强。可控核聚变走到现在，感觉全网都在发酵了，还有板块指数也明显是主升情绪，那么就没有理由看空这个方向，更多的是节奏问题。毕竟现在抱团效益也有，板块效益也不错，没有太多负反馈，那么就可以继续反复,51.0,正面,0.9884297847747803,0.0,0.0,0.07287418097257614,0.0,0.0,0.42017555236816406,0.4999750256538391,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.409919023513794
今天还是有开心的事的，早上被萝卜让车了，果然在武汉最遵守交通规则的就是萝卜快跑,2.0,正面,0.8012791872024536,0.5122241,0.0,0.0,0.0,0.0,0.0,0.11607663333415985,0.0,0.0,0.34052973985671997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6025583744049072
无人车概念重点名单一览5月28日，小马智行宣布，与广州市公共交通集团有限公司签署战略合作框架协议。根据协议内容，双方将利用各自优势，在自动驾驶汽车和出行平台业务、自动驾驶汽车后服务市场、自动驾驶物流运营服务等领域合作。此外，除小马智行以外，九识智能、新石器获得新融资，其中白,24.0,正面,0.7994901537895203,0.0,0.0,0.570223867893219,0.0,0.0,0.0,0.0,0.0,0.42212823033332825,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,19.187763690948486
这萝卜快跑来接我的几百米路开他妈十分钟了能不能超个速别个车？我们这儿根本没堵车它不会一直在被别的司机卡吧？？这样在武汉怎么运行啊额滴神呐,2.0,负面,0.7117413282394409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790906310081482,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4234826564788818
这波炒作不是去年“萝卜快跑”的简单复制，产业基础更扎实，衍生面从零部件到无人驾驶全铺开，新逻辑还会不断冒头，得持续跟踪！今天把核心标的和底层逻辑盘清楚👇🔍核心主线：运营商模式为何最吃香？,3.0,正面,0.9445789456367493,0.0,0.0,0.9862214922904968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833736836910248
武汉司机开车喜欢抢，有时也是无奈之举，看看萝卜快跑这情形就明白了。武汉街头萝卜快跑文明礼让2武汉·卓刀泉广场,4.0,正面,0.871813178062439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757041931152344,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.487252712249756
无人车的这个炒作逻辑是商业场景逻辑，相较于去年的“萝卜快跑”产业…更多完整内容可加入圈子查看O涨先生VIP服务,3.0,正面,0.9707730412483215,0.0,0.9759781956672668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9123191237449646
突然的利好！昨夜海对岸说懂王的G税越权了，今天亚洲股市全都大涨。今天大盘这根放量阳线是一个好信号，至于这里是不是拐点，还需要一根转折阳，不过在我看来，现在大盘不是很重要，板块题材＞指数和情绪。板块方面可控核聚变现在核聚变板块指数在走主升，还有抱团效应，板块效应也不错，没有理由,1.0,正面,0.9647122621536255,0.0,0.0,0.0,0.0,0.0,0.9908413887023926,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9647122621536255
五月啊真的是停不下来，和弟妹在武汉汇合，吃一餐火锅儿，体验一把萝卜快跑，赶快为五月画个圆满的句号。🙏🙏🙏2武汉,2.0,正面,0.9915487766265869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743160009384155,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.9830975532531738
①无人驾驶特斯拉计划在6月12日在奥斯汀推出Robotaxi！大概是受此消息影响，今日盘中无人驾驶概念表现十分强势。其实要说无人驾驶，在产业端和资本市场其实都不是最新的概念了，之前就已经有过一波“萝卜快跑”的主题行,1.0,正面,0.9869425296783447,0.0,0.0,0.0,0.0,0.4118291735649109,0.0,0.0,0.0,0.0,0.575864315032959,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.9869425296783447
也是做到了试卷里的萝卜快跑,2.0,负面,0.6022694706916809,0.016182858,0.013581088744103909,0.015596020966768265,0.012402343563735485,0.013830355368554592,0.012719644233584404,0.016422852873802185,0.8720646500587463,0.014931057579815388,0.012269164435565472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2045389413833618
今天下班去给狗狗拆线了，萝卜快跑来回只要10元，回来买了两碗凉面，讲了半天价给了我6元一碗，2碗12元。给狗狗买了体内外驱虫药156元。沐浴露用完了，买了舒肤佳肥皂洗澡。接下来花的每分每毫我要精打细算经常感到不安，还不懂怎么平静地活着，我在挣扎中学习，如今已进步很多。拼命安慰自己，哪怕,12.0,正面,0.9323676824569702,0.0,0.9889721274375916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.188412189483643
下班高峰期，过斑马线，十几辆车过去了只有萝卜礼让了斑马线萝卜快跑萝卜，你是这个,2.0,负面,0.7628658413887024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640617370605469,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5257316827774048
下班回家路上经常遇到无人驾驶的车，那个萝卜快跑，每次我很好奇里面躺着的是什么人,3.0,负面,0.6555843353271484,0.0,0.0,0.9599041938781738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9667530059814453
无人驾驶又热起来了不过打头阵的某动力看起来真不怎么样这货是做发动机的无人物流车大街上跑的可都是电动的去年的萝卜快跑也是从7月开始炒的最先是锦江，启明，金龙真正异军突起的是大众哥市场也缩量，而且也算是银行发力缩量也不是不能炒科技，但是仅限于那几个牛股（不超过五个），与大,52.0,正面,0.886760413646698,0.0,0.0,0.0,0.0,0.9884498715400696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.111541509628296
桃源深处有人家超话日常代肝！！6r包天，40r包周，150包月山遇日常+邀请村民吃饭2次+蒲公英2～3次+观星3次+修画2次+飞鸟订单20以上+旅行萝卜+鲁公神鱼+仙女湖捞特产+萝萝古镇经验拉满+桃源乡周任务+鸟儿喂食辨认鸟类+部分限时小型活动，包天就只做当天的（包括念桥相会，闲萝牌局，萝卜乐园，萝,2.0,正面,0.9777975082397461,0.0,0.0,0.991370439529419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9555950164794922
大街上“萝卜快跑”还不少，一会打一辆尝试一下。,1.0,正面,0.9698823094367981,0.0,0.0,0.0,0.0,0.0,0.0,0.534508228302002,0.4133135676383972,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9698823094367981
午间，体验了自动驾驶的乐趣！人类用科技改变了生活。车辆成为一辆智能终端，放着自己喜欢的音乐，躺在舒适的座椅上，看车窗外人来人往……，遥想不久的将来，人类出行成为最放松的旅程。萝卜快跑2北京·亦庄,2.0,正面,0.9816564917564392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986966609954834,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.9633129835128784
百度回应支付李彦宏私人飞机费用近日，百度集团在财报中披露向董事长兼首席执行官李彦宏支付飞机相关费用一事，引发广泛关注与热议，一时间成为财经和科技领域的焦点话题，公众对其中细节与合理性充满好奇与质疑。对此，百度方面迅速作出回应，旨在消除外界误解，阐明该项费用支出的背景、依据与,5.0,正面,0.6754795908927917,0.0,0.0,0.0,0.0,0.9914159774780273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3773979544639587
预计顺丰无人配送车队从2024年600台扩产至2025年6000台（顺丰年报和4月投资者活动表），九识智投车辆Z5交付周期延长至6个月（官网5月，财新报道常州厂利用率120%）。🔥Robotaxi与,1.0,正面,0.9048784971237183,0.0,0.0,0.0,0.0,0.3205784857273102,0.0,0.0,0.0,0.6637499332427979,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9048784971237183
作为最早布局AI的头部互联网企业，百度在AI领域的付出，也算开花结果了。李彦宏表示，4月份，百度上大约35%的移动搜索结果是人工智能生成的内容提供的，占比高于1月份的22%，这种人工智能生成答案的方式，可以推广到更多查询的场景中。他相信，与传统的搜索业务相比，人工智能搜索将大幅提升百度在长,1.0,正面,0.9771191477775574,0.0,0.990134060382843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9771191477775574
萝卜快跑初体验好好玩,4.0,正面,0.9385984539985657,0.016179886,0.013578592799603939,0.015593156218528748,0.012400064617395401,0.013827813789248466,0.01271730661392212,0.01641983538866043,0.8720881342887878,0.01492831390351057,0.012266909703612328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7543938159942627
刚看到一个博主说坐萝卜快跑，感觉人工智能越来越象人，以后真的象人了，人类就危险了。这……这是肯定的。天生天杀么。末法时代，还要再过50亿年才有佛转世。,18.0,正面,0.9619497656822205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808695912361145,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17.31509578227997
旁边的萝卜快跑，第一次在路上亲眼看到车流中的无人驾驶，真～无人,2.0,负面,0.9453826546669006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947180986404419,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8907653093338013
第一次在武汉乘坐无人驾驶的萝卜快跑，各种猎奇质疑忐忑好玩……生命中的每一个第一次都值得记录……生活手记,5.0,正面,0.9207664728164673,0.9721678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.603832364082336
,4.0,中性,0.0,0.110155575,0.09244551509618759,0.10616102814674377,0.08442188054323196,0.09414225816726685,0.08658172935247421,0.11178920418024063,0.12915275990962982,0.10163465887308121,0.08351534605026245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
农药、氯虫苯甲酰胺、可控核聚变、无人物流车、创新药等概念股梳理一、昨夜发酵消息精选。1、农药、氯虫苯甲酰胺：27日11时57分左右，山东高密友道化学有限公司一车间发生爆炸事故，正全力组织救援救治。友道化学是我国甚至全球产能最大的氯虫苯甲酰胺生产企业，产能达到1.1万吨，实际产量,5.0,正面,0.8568769693374634,0.0,0.0,0.0,0.9902517795562744,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.284384846687317
云内动力、科捷智能、通达电气1板：劲旅环境、德邦股份事件1：2025年将成为无人物流的爆发性增长元年。根据证券测算，如果以全国快递物流网点数量为基础，无人配送车的市场空间大约为4680亿元。事件2：2025年第一季度，萝卜快跑在全球提供超140万次出行服务，同比,3.0,正面,0.8588712215423584,0.0,0.0,0.0,0.33981505036354065,0.2515583336353302,0.0,0.0,0.0,0.4006321132183075,0.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2.576613664627075
【小马智行进军中东！Robotaxi“三巨头”会师！】5月27日，小马智行宣布与迪拜道路交通管理局（RTA）日前达成战略合作，将在当地落地Robotaxi车队。而就在一周前，文远知行宣布，在阿布扎比开启纯无人驾驶Robotaxi试运营，打造中东地区第一支纯无人Robotaxi车队。今年3月底，萝卜快跑成功踏入迪拜和阿,6.0,正面,0.8486741185188293,0.0,0.0,0.0,0.0,0.0,0.0,0.9896931648254395,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.092044711112976
你迟鸭昨晚一起看了《人生路不熟》。公路片还是容易“出片”。“美好”的一天从维C软糖和旺仔牛奶开始。今天杂事巨多…嗯。下班回家各自吃了烤冷面和手抓饼，然后心血来潮坐着萝卜快跑陪@我迟啊去光谷看手机—目前相中了两款。萝卜真的一点儿也不笨好嘛！酥山好像是茶颜新出的冰淇淋，还可以,3.0,正面,0.9650325179100037,0.9877467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.895097553730011
20250517-0518周末闪现武汉萝卜快跑还在！小龙虾和鱼鱼是真的好吃！藕带和小土豆好吃！酒店早餐一般，长江也是过了好几回啦！2武汉,1.0,正面,0.9878496527671814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743160009384155,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9878496527671814
萝卜快跑萝卜真不错L特特特的奥利奥的微博,1.0,正面,0.9481266140937805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309626817703247,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9481266140937805
独家荟忆去了汉堡节人太多不想排队就去了海底捞hh离汉前坐一次萝卜快跑,7.0,正面,0.8206009268760681,0.0,0.0,0.0,0.9622122645378113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.744206488132477
祖厨尝试了下萝卜快跑,1.0,正面,0.9703754782676697,0.016187847,0.01358527410775423,0.35581526160240173,0.012406165711581707,0.013834617100656033,0.01272356417030096,0.016427915543317795,0.5318107604980469,0.014935659244656563,0.01227294560521841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9703754782676697
这辆车在过绿灯的时候踩一下油门又踩一下刹车，慢慢吞吞犹犹豫豫，耽误的时间能过五六辆车了。闪了它好几下才发现是萝卜快跑，有种一拳打在棉花上的感觉。刚好跟在它后面几分钟，发现它一打灯就切线完全不给后车反应时间，驾驶卡顿总是突然刹车，打右灯但突然左拐，行车轨迹难以预测。不敢坐且要离得远,1.0,负面,0.9678818583488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893337488174438,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9678818583488464
申万于4月市场率先提出AI无人物流是机器人新场景（注意到九识白犀牛新石器西威等），并一周前【申万机器人沙龙】集体重大推荐ai物流。🔥无人物流国内外产业：预计顺丰无人配送车队从2024年8,1.0,正面,0.8072905540466309,0.0,0.0,0.0,0.0,0.9860399961471558,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.8072905540466309
雷克萨斯起火，小马智行暂停北京L4无人驾驶运营！L4无人驾驶第一起火事故诞生。5月13日，北京亦庄高级别自动驾驶示范区发生一起小马智行无人驾驶车在运行中突发起火事故。另据报道，涉事车辆为雷克萨斯测试车。起火事故导致小马智行紧急暂停北京地区所有Robotaxi运营。5月26日，电车Daily尝试联系,1.0,正面,0.7582992911338806,0.0,0.0,0.0,0.0,0.0,0.0,0.9912629723548889,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.7582992911338806
萝卜快跑新一代的萝卜06体验与上代相比提升还挺大的，自动开关门，全程语音控制，座椅按摩，后备箱，轻MPV车型，急刹车也没有那么严重了2北京·经开区国家信创园,1.0,正面,0.9936829805374146,0.0,0.0,0.0,0.0,0.0,0.9815091490745544,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9936829805374146
萝卜快跑纯无人自动驾驶，急刹车真的很多，晕车严重2北京·BDA国际企业大道,1.0,正面,0.6750078201293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690114855766296,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6750078201293945
在武汉除了自己开车，就是坐萝卜快跑无打扰、无内耗。L4用过一次忘不了关键是萝卜开的还不错座舱体验也很安逸特来哥萝卜快跑,13.0,正面,0.9915189146995544,0.9775949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.889745891094208
莱绅通灵、会稽山、来伊份等一大波消费股速码住。核电+天然铀机构喊涨！核电需求暴增，天然铀或迎长牛概念股：尚纬股份、中国核电、中核科技等核电铀矿股冲。无人物流车百度萝卜快跑,3.0,正面,0.7481809854507446,0.9849363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244542956352234
AI大模型核心逻辑：近日，豆包App上线实时通话功能，用户在电话界面开启画面后，豆包能基于真实场景与用户进行实时问答互动。该功能基于最新的豆包视觉理解模型，能进行综合的深度思考和创作；产业前景：相关标的：同为股份、星宸科技、会畅通讯、瑞芯微。热点二：核电核能,1.0,正面,0.9643330574035645,0.0,0.0,0.0,0.0,0.9905510544776917,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9643330574035645
1️⃣萝卜快跑&小马目前投放：萝卜快跑目前国内投放1500台（武汉占1/3），预计25年可以达到1800量，小马目前400台，预计25年可以达到1000台，两者增量主要来自国内投放，主要在广深，北京；小马文远百度Q1相关业务订单超预期；2️⃣Robotaxi今年UE打平主要来自两方面（,1.0,正面,0.8854902982711792,0.0,0.0,0.0,0.0,0.9901527166366577,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8854902982711792
物流配送“最后一公里”，多地加速部署无人配送，萝卜快跑与文远知行在Robotaxi上取得营收爆发式增长，无人物流车概念卷土重来，中邮科技、云内动力、智莱科技等股涨停。,1.0,负面,0.6725913882255554,0.0,0.0,0.5332083702087402,0.0,0.27872785925865173,0.0,0.0,0.0,0.17495757341384888,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6725913882255554
